"n","Country","State","Model","Error"
95,"USA","NJ","VMD-KNN",41564
96,"USA","NJ","VMD-KNN",41665
1,"USA","NJ","VMD-SVR",-1571
2,"USA","NJ","VMD-SVR",-2586
3,"USA","NJ","VMD-SVR",-4327
4,"USA","NJ","VMD-SVR",-4686
5,"USA","NJ","VMD-SVR",-6289
6,"USA","NJ","VMD-SVR",-7257
7,"USA","NJ","VMD-SVR",-2174
8,"USA","NJ","VMD-SVR",-2635
9,"USA","NJ","VMD-SVR",-3783
10,"USA","NJ","VMD-SVR",-4879
11,"USA","NJ","VMD-SVR",-5980
12,"USA","NJ","VMD-SVR",-7332
13,"USA","NJ","VMD-SVR",-3383
14,"USA","NJ","VMD-SVR",-5019
15,"USA","NJ","VMD-SVR",-6023
16,"USA","NJ","VMD-SVR",-7276
17,"USA","NJ","VMD-SVR",-8347
18,"USA","NJ","VMD-SVR",-9044
19,"USA","NJ","VMD-SVR",-2356
20,"USA","NJ","VMD-SVR",-3488
21,"USA","NJ","VMD-SVR",-4891
22,"USA","NJ","VMD-SVR",-5825
23,"USA","NJ","VMD-SVR",-6359
24,"USA","NJ","VMD-SVR",-6013
25,"USA","NJ","VMD-SVR",-1191
26,"USA","NJ","VMD-SVR",-2474
27,"USA","NJ","VMD-SVR",-3837
28,"USA","NJ","VMD-SVR",-5028
29,"USA","NJ","VMD-SVR",-5477
30,"USA","NJ","VMD-SVR",-5434
31,"USA","NJ","VMD-SVR",-866
32,"USA","NJ","VMD-SVR",-1904
33,"USA","NJ","VMD-SVR",-3182
34,"USA","NJ","VMD-SVR",-4542
35,"USA","NJ","VMD-SVR",-5554
36,"USA","NJ","VMD-SVR",-6116
37,"USA","NJ","VMD-SVR",-271
38,"USA","NJ","VMD-SVR",-511
39,"USA","NJ","VMD-SVR",-596
40,"USA","NJ","VMD-SVR",-1461
41,"USA","NJ","VMD-SVR",-2970
42,"USA","NJ","VMD-SVR",-4149
43,"USA","NJ","VMD-SVR",-438
44,"USA","NJ","VMD-SVR",-897
45,"USA","NJ","VMD-SVR",-940
46,"USA","NJ","VMD-SVR",-1557
47,"USA","NJ","VMD-SVR",-2714
48,"USA","NJ","VMD-SVR",-4350
49,"USA","NJ","VMD-SVR",-245
50,"USA","NJ","VMD-SVR",-617
51,"USA","NJ","VMD-SVR",-1268
52,"USA","NJ","VMD-SVR",-2226
53,"USA","NJ","VMD-SVR",-2373
54,"USA","NJ","VMD-SVR",-2256
55,"USA","NJ","VMD-SVR",397
56,"USA","NJ","VMD-SVR",741
57,"USA","NJ","VMD-SVR",890
58,"USA","NJ","VMD-SVR",1327
59,"USA","NJ","VMD-SVR",1544
60,"USA","NJ","VMD-SVR",2777
61,"USA","NJ","VMD-SVR",3061
62,"USA","NJ","VMD-SVR",4402
63,"USA","NJ","VMD-SVR",6688
64,"USA","NJ","VMD-SVR",8668
65,"USA","NJ","VMD-SVR",9870
66,"USA","NJ","VMD-SVR",11264
67,"USA","NJ","VMD-SVR",4331
68,"USA","NJ","VMD-SVR",5612
69,"USA","NJ","VMD-SVR",9323
70,"USA","NJ","VMD-SVR",12548
71,"USA","NJ","VMD-SVR",16637
72,"USA","NJ","VMD-SVR",20520
73,"USA","NJ","VMD-SVR",4460
74,"USA","NJ","VMD-SVR",7429
75,"USA","NJ","VMD-SVR",10820
76,"USA","NJ","VMD-SVR",13874
77,"USA","NJ","VMD-SVR",17615
78,"USA","NJ","VMD-SVR",21191
79,"USA","NJ","VMD-SVR",4854
80,"USA","NJ","VMD-SVR",9376
81,"USA","NJ","VMD-SVR",13140
82,"USA","NJ","VMD-SVR",18002
83,"USA","NJ","VMD-SVR",21073
84,"USA","NJ","VMD-SVR",25868
85,"USA","NJ","VMD-SVR",5235
86,"USA","NJ","VMD-SVR",8703
87,"USA","NJ","VMD-SVR",13569
88,"USA","NJ","VMD-SVR",17361
89,"USA","NJ","VMD-SVR",20774
90,"USA","NJ","VMD-SVR",24153
91,"USA","NJ","VMD-SVR",4404
92,"USA","NJ","VMD-SVR",6447
93,"USA","NJ","VMD-SVR",10800
94,"USA","NJ","VMD-SVR",14817
95,"USA","NJ","VMD-SVR",17359
96,"USA","NJ","VMD-SVR",21408
1,"USA","NJ","VMD-CUBIST",0
2,"USA","NJ","VMD-CUBIST",0
3,"USA","NJ","VMD-CUBIST",0
4,"USA","NJ","VMD-CUBIST",-19
5,"USA","NJ","VMD-CUBIST",-69
6,"USA","NJ","VMD-CUBIST",-126
7,"USA","NJ","VMD-CUBIST",0
8,"USA","NJ","VMD-CUBIST",0
9,"USA","NJ","VMD-CUBIST",0
10,"USA","NJ","VMD-CUBIST",0
11,"USA","NJ","VMD-CUBIST",0
12,"USA","NJ","VMD-CUBIST",-4
13,"USA","NJ","VMD-CUBIST",0
14,"USA","NJ","VMD-CUBIST",-13
15,"USA","NJ","VMD-CUBIST",-54
16,"USA","NJ","VMD-CUBIST",-105
17,"USA","NJ","VMD-CUBIST",-158
18,"USA","NJ","VMD-CUBIST",-212
19,"USA","NJ","VMD-CUBIST",-41
20,"USA","NJ","VMD-CUBIST",-49
21,"USA","NJ","VMD-CUBIST",-48
22,"USA","NJ","VMD-CUBIST",-36
23,"USA","NJ","VMD-CUBIST",-16
24,"USA","NJ","VMD-CUBIST",0
25,"USA","NJ","VMD-CUBIST",-171
26,"USA","NJ","VMD-CUBIST",-175
27,"USA","NJ","VMD-CUBIST",-160
28,"USA","NJ","VMD-CUBIST",-126
29,"USA","NJ","VMD-CUBIST",-79
30,"USA","NJ","VMD-CUBIST",-22
31,"USA","NJ","VMD-CUBIST",-159
32,"USA","NJ","VMD-CUBIST",-129
33,"USA","NJ","VMD-CUBIST",-81
34,"USA","NJ","VMD-CUBIST",-17
35,"USA","NJ","VMD-CUBIST",0
36,"USA","NJ","VMD-CUBIST",0
37,"USA","NJ","VMD-CUBIST",0
38,"USA","NJ","VMD-CUBIST",0
39,"USA","NJ","VMD-CUBIST",0
40,"USA","NJ","VMD-CUBIST",0
41,"USA","NJ","VMD-CUBIST",0
42,"USA","NJ","VMD-CUBIST",2
43,"USA","NJ","VMD-CUBIST",2
44,"USA","NJ","VMD-CUBIST",4
45,"USA","NJ","VMD-CUBIST",5
46,"USA","NJ","VMD-CUBIST",5
47,"USA","NJ","VMD-CUBIST",15
48,"USA","NJ","VMD-CUBIST",23
49,"USA","NJ","VMD-CUBIST",29
50,"USA","NJ","VMD-CUBIST",49
51,"USA","NJ","VMD-CUBIST",69
52,"USA","NJ","VMD-CUBIST",72
53,"USA","NJ","VMD-CUBIST",152
54,"USA","NJ","VMD-CUBIST",157
55,"USA","NJ","VMD-CUBIST",118
56,"USA","NJ","VMD-CUBIST",257
57,"USA","NJ","VMD-CUBIST",94
58,"USA","NJ","VMD-CUBIST",80
59,"USA","NJ","VMD-CUBIST",53
60,"USA","NJ","VMD-CUBIST",168
61,"USA","NJ","VMD-CUBIST",62
62,"USA","NJ","VMD-CUBIST",-526
63,"USA","NJ","VMD-CUBIST",312
64,"USA","NJ","VMD-CUBIST",309
65,"USA","NJ","VMD-CUBIST",334
66,"USA","NJ","VMD-CUBIST",17
67,"USA","NJ","VMD-CUBIST",332
68,"USA","NJ","VMD-CUBIST",-719
69,"USA","NJ","VMD-CUBIST",-513
70,"USA","NJ","VMD-CUBIST",-729
71,"USA","NJ","VMD-CUBIST",-98
72,"USA","NJ","VMD-CUBIST",408
73,"USA","NJ","VMD-CUBIST",0
74,"USA","NJ","VMD-CUBIST",-117
75,"USA","NJ","VMD-CUBIST",-406
76,"USA","NJ","VMD-CUBIST",-903
77,"USA","NJ","VMD-CUBIST",-749
78,"USA","NJ","VMD-CUBIST",-560
79,"USA","NJ","VMD-CUBIST",-176
80,"USA","NJ","VMD-CUBIST",254
81,"USA","NJ","VMD-CUBIST",-249
82,"USA","NJ","VMD-CUBIST",739
83,"USA","NJ","VMD-CUBIST",-345
84,"USA","NJ","VMD-CUBIST",576
85,"USA","NJ","VMD-CUBIST",136
86,"USA","NJ","VMD-CUBIST",-467
87,"USA","NJ","VMD-CUBIST",-242
88,"USA","NJ","VMD-CUBIST",-553
89,"USA","NJ","VMD-CUBIST",-662
90,"USA","NJ","VMD-CUBIST",-883
91,"USA","NJ","VMD-CUBIST",384
92,"USA","NJ","VMD-CUBIST",-584
93,"USA","NJ","VMD-CUBIST",-147
94,"USA","NJ","VMD-CUBIST",946
95,"USA","NJ","VMD-CUBIST",1184
96,"USA","NJ","VMD-CUBIST",2716
1,"USA","NJ","VMD-BRNN",-587
2,"USA","NJ","VMD-BRNN",-514
3,"USA","NJ","VMD-BRNN",-152
4,"USA","NJ","VMD-BRNN",0
5,"USA","NJ","VMD-BRNN",0
6,"USA","NJ","VMD-BRNN",0
7,"USA","NJ","VMD-BRNN",-440
8,"USA","NJ","VMD-BRNN",-478
9,"USA","NJ","VMD-BRNN",-463
10,"USA","NJ","VMD-BRNN",-299
11,"USA","NJ","VMD-BRNN",-59
12,"USA","NJ","VMD-BRNN",0
13,"USA","NJ","VMD-BRNN",-298
14,"USA","NJ","VMD-BRNN",-493
15,"USA","NJ","VMD-BRNN",-532
16,"USA","NJ","VMD-BRNN",-615
17,"USA","NJ","VMD-BRNN",-970
18,"USA","NJ","VMD-BRNN",-1482
19,"USA","NJ","VMD-BRNN",-169
20,"USA","NJ","VMD-BRNN",-27
21,"USA","NJ","VMD-BRNN",-294
22,"USA","NJ","VMD-BRNN",-347
23,"USA","NJ","VMD-BRNN",-642
24,"USA","NJ","VMD-BRNN",-1082
25,"USA","NJ","VMD-BRNN",0
26,"USA","NJ","VMD-BRNN",0
27,"USA","NJ","VMD-BRNN",0
28,"USA","NJ","VMD-BRNN",0
29,"USA","NJ","VMD-BRNN",0
30,"USA","NJ","VMD-BRNN",0
31,"USA","NJ","VMD-BRNN",0
32,"USA","NJ","VMD-BRNN",0
33,"USA","NJ","VMD-BRNN",0
34,"USA","NJ","VMD-BRNN",0
35,"USA","NJ","VMD-BRNN",0
36,"USA","NJ","VMD-BRNN",0
37,"USA","NJ","VMD-BRNN",0
38,"USA","NJ","VMD-BRNN",0
39,"USA","NJ","VMD-BRNN",0
40,"USA","NJ","VMD-BRNN",-325
41,"USA","NJ","VMD-BRNN",-956
42,"USA","NJ","VMD-BRNN",-1720
43,"USA","NJ","VMD-BRNN",-143
44,"USA","NJ","VMD-BRNN",-1024
45,"USA","NJ","VMD-BRNN",-2170
46,"USA","NJ","VMD-BRNN",-3960
47,"USA","NJ","VMD-BRNN",-5986
48,"USA","NJ","VMD-BRNN",-8221
49,"USA","NJ","VMD-BRNN",-488
50,"USA","NJ","VMD-BRNN",-1586
51,"USA","NJ","VMD-BRNN",-2832
52,"USA","NJ","VMD-BRNN",-4491
53,"USA","NJ","VMD-BRNN",-6195
54,"USA","NJ","VMD-BRNN",-8158
55,"USA","NJ","VMD-BRNN",-390
56,"USA","NJ","VMD-BRNN",-881
57,"USA","NJ","VMD-BRNN",-1634
58,"USA","NJ","VMD-BRNN",-2314
59,"USA","NJ","VMD-BRNN",-3309
60,"USA","NJ","VMD-BRNN",-4357
61,"USA","NJ","VMD-BRNN",-427
62,"USA","NJ","VMD-BRNN",-1502
63,"USA","NJ","VMD-BRNN",-1147
64,"USA","NJ","VMD-BRNN",-1979
65,"USA","NJ","VMD-BRNN",-2645
66,"USA","NJ","VMD-BRNN",-3602
67,"USA","NJ","VMD-BRNN",109
68,"USA","NJ","VMD-BRNN",-1105
69,"USA","NJ","VMD-BRNN",-1353
70,"USA","NJ","VMD-BRNN",-2010
71,"USA","NJ","VMD-BRNN",-1864
72,"USA","NJ","VMD-BRNN",-1553
73,"USA","NJ","VMD-BRNN",256
74,"USA","NJ","VMD-BRNN",238
75,"USA","NJ","VMD-BRNN",134
76,"USA","NJ","VMD-BRNN",-217
77,"USA","NJ","VMD-BRNN",163
78,"USA","NJ","VMD-BRNN",718
79,"USA","NJ","VMD-BRNN",-79
80,"USA","NJ","VMD-BRNN",328
81,"USA","NJ","VMD-BRNN",-472
82,"USA","NJ","VMD-BRNN",222
83,"USA","NJ","VMD-BRNN",-1204
84,"USA","NJ","VMD-BRNN",-326
85,"USA","NJ","VMD-BRNN",391
86,"USA","NJ","VMD-BRNN",-539
87,"USA","NJ","VMD-BRNN",-320
88,"USA","NJ","VMD-BRNN",-587
89,"USA","NJ","VMD-BRNN",129
90,"USA","NJ","VMD-BRNN",1048
91,"USA","NJ","VMD-BRNN",892
92,"USA","NJ","VMD-BRNN",1213
93,"USA","NJ","VMD-BRNN",3446
94,"USA","NJ","VMD-BRNN",7401
95,"USA","NJ","VMD-BRNN",11491
96,"USA","NJ","VMD-BRNN",16757
1,"USA","NJ","VMR-QRF",0
2,"USA","NJ","VMR-QRF",0
3,"USA","NJ","VMR-QRF",0
4,"USA","NJ","VMR-QRF",0
5,"USA","NJ","VMR-QRF",0
6,"USA","NJ","VMR-QRF",-60
7,"USA","NJ","VMR-QRF",0
8,"USA","NJ","VMR-QRF",0
9,"USA","NJ","VMR-QRF",-1013
10,"USA","NJ","VMR-QRF",-2187
11,"USA","NJ","VMR-QRF",-3454
12,"USA","NJ","VMR-QRF",-4804
13,"USA","NJ","VMR-QRF",0
14,"USA","NJ","VMR-QRF",-785
15,"USA","NJ","VMR-QRF",-1510
16,"USA","NJ","VMR-QRF",-1562
17,"USA","NJ","VMR-QRF",-1611
18,"USA","NJ","VMR-QRF",-1646
19,"USA","NJ","VMR-QRF",-47
20,"USA","NJ","VMR-QRF",-57
21,"USA","NJ","VMR-QRF",-75
22,"USA","NJ","VMR-QRF",-86
23,"USA","NJ","VMR-QRF",-100
24,"USA","NJ","VMR-QRF",-130
25,"USA","NJ","VMR-QRF",0
26,"USA","NJ","VMR-QRF",-1674
27,"USA","NJ","VMR-QRF",-3143
28,"USA","NJ","VMR-QRF",-5000
29,"USA","NJ","VMR-QRF",-5114
30,"USA","NJ","VMR-QRF",-6658
31,"USA","NJ","VMR-QRF",-283
32,"USA","NJ","VMR-QRF",-1637
33,"USA","NJ","VMR-QRF",-2992
34,"USA","NJ","VMR-QRF",-5646
35,"USA","NJ","VMR-QRF",-7048
36,"USA","NJ","VMR-QRF",-9659
37,"USA","NJ","VMR-QRF",-202
38,"USA","NJ","VMR-QRF",-860
39,"USA","NJ","VMR-QRF",-705
40,"USA","NJ","VMR-QRF",-1308
41,"USA","NJ","VMR-QRF",-4266
42,"USA","NJ","VMR-QRF",-5698
43,"USA","NJ","VMR-QRF",-385
44,"USA","NJ","VMR-QRF",-1231
45,"USA","NJ","VMR-QRF",-1886
46,"USA","NJ","VMR-QRF",-3359
47,"USA","NJ","VMR-QRF",-4772
48,"USA","NJ","VMR-QRF",-6337
49,"USA","NJ","VMR-QRF",-1194
50,"USA","NJ","VMR-QRF",-2398
51,"USA","NJ","VMR-QRF",-4796
52,"USA","NJ","VMR-QRF",-5831
53,"USA","NJ","VMR-QRF",-7174
54,"USA","NJ","VMR-QRF",-8350
55,"USA","NJ","VMR-QRF",-814
56,"USA","NJ","VMR-QRF",-2158
57,"USA","NJ","VMR-QRF",-3478
58,"USA","NJ","VMR-QRF",-4896
59,"USA","NJ","VMR-QRF",-5440
60,"USA","NJ","VMR-QRF",-5668
61,"USA","NJ","VMR-QRF",261
62,"USA","NJ","VMR-QRF",646
63,"USA","NJ","VMR-QRF",2768
64,"USA","NJ","VMR-QRF",4094
65,"USA","NJ","VMR-QRF",5513
66,"USA","NJ","VMR-QRF",6732
67,"USA","NJ","VMR-QRF",242
68,"USA","NJ","VMR-QRF",-109
69,"USA","NJ","VMR-QRF",2441
70,"USA","NJ","VMR-QRF",4348
71,"USA","NJ","VMR-QRF",6985
72,"USA","NJ","VMR-QRF",9512
73,"USA","NJ","VMR-QRF",1066
74,"USA","NJ","VMR-QRF",1294
75,"USA","NJ","VMR-QRF",2111
76,"USA","NJ","VMR-QRF",2246
77,"USA","NJ","VMR-QRF",3933
78,"USA","NJ","VMR-QRF",5016
79,"USA","NJ","VMR-QRF",-535
80,"USA","NJ","VMR-QRF",-306
81,"USA","NJ","VMR-QRF",-598
82,"USA","NJ","VMR-QRF",-31
83,"USA","NJ","VMR-QRF",-961
84,"USA","NJ","VMR-QRF",1907
85,"USA","NJ","VMR-QRF",920
86,"USA","NJ","VMR-QRF",1220
87,"USA","NJ","VMR-QRF",3379
88,"USA","NJ","VMR-QRF",6212
89,"USA","NJ","VMR-QRF",9906
90,"USA","NJ","VMR-QRF",13376
91,"USA","NJ","VMR-QRF",6672
92,"USA","NJ","VMR-QRF",8893
93,"USA","NJ","VMR-QRF",12065
94,"USA","NJ","VMR-QRF",15212
95,"USA","NJ","VMR-QRF",17203
96,"USA","NJ","VMR-QRF",20036
1,"USA","NY","VMD-KNN",-7408
2,"USA","NY","VMD-KNN",-10626
3,"USA","NY","VMD-KNN",-8031
4,"USA","NY","VMD-KNN",-4342
5,"USA","NY","VMD-KNN",-4175
6,"USA","NY","VMD-KNN",-2700
7,"USA","NY","VMD-KNN",-2672
8,"USA","NY","VMD-KNN",-3270
9,"USA","NY","VMD-KNN",-9564
10,"USA","NY","VMD-KNN",-8542
11,"USA","NY","VMD-KNN",-2892
12,"USA","NY","VMD-KNN",-9127
13,"USA","NY","VMD-KNN",-4962
14,"USA","NY","VMD-KNN",-3516
15,"USA","NY","VMD-KNN",-3274
16,"USA","NY","VMD-KNN",-3702
17,"USA","NY","VMD-KNN",-6422
18,"USA","NY","VMD-KNN",-17339
19,"USA","NY","VMD-KNN",-6274
20,"USA","NY","VMD-KNN",0
21,"USA","NY","VMD-KNN",0
22,"USA","NY","VMD-KNN",-13066
23,"USA","NY","VMD-KNN",0
24,"USA","NY","VMD-KNN",0
25,"USA","NY","VMD-KNN",-2834
26,"USA","NY","VMD-KNN",0
27,"USA","NY","VMD-KNN",0
28,"USA","NY","VMD-KNN",0
29,"USA","NY","VMD-KNN",0
30,"USA","NY","VMD-KNN",0
31,"USA","NY","VMD-KNN",0
32,"USA","NY","VMD-KNN",0
33,"USA","NY","VMD-KNN",-5272
34,"USA","NY","VMD-KNN",-20298
35,"USA","NY","VMD-KNN",-11720
36,"USA","NY","VMD-KNN",-4749
37,"USA","NY","VMD-KNN",0
38,"USA","NY","VMD-KNN",0
39,"USA","NY","VMD-KNN",1
40,"USA","NY","VMD-KNN",2
41,"USA","NY","VMD-KNN",-17724
42,"USA","NY","VMD-KNN",-27420
43,"USA","NY","VMD-KNN",-11422
44,"USA","NY","VMD-KNN",-17127
45,"USA","NY","VMD-KNN",-17190
46,"USA","NY","VMD-KNN",-14793
47,"USA","NY","VMD-KNN",-21208
48,"USA","NY","VMD-KNN",-38590
49,"USA","NY","VMD-KNN",-2068
50,"USA","NY","VMD-KNN",-6863
51,"USA","NY","VMD-KNN",-11173
52,"USA","NY","VMD-KNN",-1427
53,"USA","NY","VMD-KNN",-6137
54,"USA","NY","VMD-KNN",-7435
55,"USA","NY","VMD-KNN",3038
56,"USA","NY","VMD-KNN",-1936
57,"USA","NY","VMD-KNN",-13443
58,"USA","NY","VMD-KNN",-6381
59,"USA","NY","VMD-KNN",-14256
60,"USA","NY","VMD-KNN",14505
61,"USA","NY","VMD-KNN",18492
62,"USA","NY","VMD-KNN",-3586
63,"USA","NY","VMD-KNN",22460
64,"USA","NY","VMD-KNN",-3292
65,"USA","NY","VMD-KNN",-4847
66,"USA","NY","VMD-KNN",-482
67,"USA","NY","VMD-KNN",-8994
68,"USA","NY","VMD-KNN",14667
69,"USA","NY","VMD-KNN",23419
70,"USA","NY","VMD-KNN",27820
71,"USA","NY","VMD-KNN",30546
72,"USA","NY","VMD-KNN",50600
73,"USA","NY","VMD-KNN",9914
74,"USA","NY","VMD-KNN",-4898
75,"USA","NY","VMD-KNN",15279
76,"USA","NY","VMD-KNN",23656
77,"USA","NY","VMD-KNN",27144
78,"USA","NY","VMD-KNN",35640
79,"USA","NY","VMD-KNN",31465
80,"USA","NY","VMD-KNN",19233
81,"USA","NY","VMD-KNN",18043
82,"USA","NY","VMD-KNN",33213
83,"USA","NY","VMD-KNN",65869
84,"USA","NY","VMD-KNN",35488
85,"USA","NY","VMD-KNN",10781
86,"USA","NY","VMD-KNN",16211
87,"USA","NY","VMD-KNN",28187
88,"USA","NY","VMD-KNN",26446
89,"USA","NY","VMD-KNN",31057
90,"USA","NY","VMD-KNN",29855
91,"USA","NY","VMD-KNN",15322
92,"USA","NY","VMD-KNN",37669
93,"USA","NY","VMD-KNN",33959
94,"USA","NY","VMD-KNN",60178
95,"USA","NY","VMD-KNN",79735
96,"USA","NY","VMD-KNN",128613
1,"USA","NY","VMD-SVR",-5080
2,"USA","NY","VMD-SVR",-7784
3,"USA","NY","VMD-SVR",-13627
4,"USA","NY","VMD-SVR",-18041
5,"USA","NY","VMD-SVR",-22756
6,"USA","NY","VMD-SVR",-26513
7,"USA","NY","VMD-SVR",-6398
8,"USA","NY","VMD-SVR",-7131
9,"USA","NY","VMD-SVR",-10132
10,"USA","NY","VMD-SVR",-13481
11,"USA","NY","VMD-SVR",-17106
12,"USA","NY","VMD-SVR",-20997
13,"USA","NY","VMD-SVR",-8181
14,"USA","NY","VMD-SVR",-11505
15,"USA","NY","VMD-SVR",-15251
16,"USA","NY","VMD-SVR",-18597
17,"USA","NY","VMD-SVR",-20105
18,"USA","NY","VMD-SVR",-20548
19,"USA","NY","VMD-SVR",-5731
20,"USA","NY","VMD-SVR",-9759
21,"USA","NY","VMD-SVR",-13639
22,"USA","NY","VMD-SVR",-16979
23,"USA","NY","VMD-SVR",-17346
24,"USA","NY","VMD-SVR",-15556
25,"USA","NY","VMD-SVR",-2866
26,"USA","NY","VMD-SVR",-5598
27,"USA","NY","VMD-SVR",-7834
28,"USA","NY","VMD-SVR",-11169
29,"USA","NY","VMD-SVR",-11824
30,"USA","NY","VMD-SVR",-11553
31,"USA","NY","VMD-SVR",-1809
32,"USA","NY","VMD-SVR",-4301
33,"USA","NY","VMD-SVR",-7359
34,"USA","NY","VMD-SVR",-11199
35,"USA","NY","VMD-SVR",-14312
36,"USA","NY","VMD-SVR",-17006
37,"USA","NY","VMD-SVR",-565
38,"USA","NY","VMD-SVR",-643
39,"USA","NY","VMD-SVR",1
40,"USA","NY","VMD-SVR",-1580
41,"USA","NY","VMD-SVR",-5350
42,"USA","NY","VMD-SVR",-8624
43,"USA","NY","VMD-SVR",-834
44,"USA","NY","VMD-SVR",-2488
45,"USA","NY","VMD-SVR",-2913
46,"USA","NY","VMD-SVR",-3496
47,"USA","NY","VMD-SVR",-6210
48,"USA","NY","VMD-SVR",-10080
49,"USA","NY","VMD-SVR",327
50,"USA","NY","VMD-SVR",421
51,"USA","NY","VMD-SVR",-1109
52,"USA","NY","VMD-SVR",-2580
53,"USA","NY","VMD-SVR",-2264
54,"USA","NY","VMD-SVR",-707
55,"USA","NY","VMD-SVR",3038
56,"USA","NY","VMD-SVR",5704
57,"USA","NY","VMD-SVR",8403
58,"USA","NY","VMD-SVR",9607
59,"USA","NY","VMD-SVR",12416
60,"USA","NY","VMD-SVR",19009
61,"USA","NY","VMD-SVR",9935
62,"USA","NY","VMD-SVR",14023
63,"USA","NY","VMD-SVR",21457
64,"USA","NY","VMD-SVR",27351
65,"USA","NY","VMD-SVR",33141
66,"USA","NY","VMD-SVR",39278
67,"USA","NY","VMD-SVR",9448
68,"USA","NY","VMD-SVR",15774
69,"USA","NY","VMD-SVR",24302
70,"USA","NY","VMD-SVR",32865
71,"USA","NY","VMD-SVR",43961
72,"USA","NY","VMD-SVR",54383
73,"USA","NY","VMD-SVR",13605
74,"USA","NY","VMD-SVR",20468
75,"USA","NY","VMD-SVR",30089
76,"USA","NY","VMD-SVR",41500
77,"USA","NY","VMD-SVR",52259
78,"USA","NY","VMD-SVR",63228
79,"USA","NY","VMD-SVR",15167
80,"USA","NY","VMD-SVR",24796
81,"USA","NY","VMD-SVR",34625
82,"USA","NY","VMD-SVR",42320
83,"USA","NY","VMD-SVR",54640
84,"USA","NY","VMD-SVR",66373
85,"USA","NY","VMD-SVR",15827
86,"USA","NY","VMD-SVR",25098
87,"USA","NY","VMD-SVR",34575
88,"USA","NY","VMD-SVR",41442
89,"USA","NY","VMD-SVR",47888
90,"USA","NY","VMD-SVR",54310
91,"USA","NY","VMD-SVR",6728
92,"USA","NY","VMD-SVR",16586
93,"USA","NY","VMD-SVR",29667
94,"USA","NY","VMD-SVR",36580
95,"USA","NY","VMD-SVR",41377
96,"USA","NY","VMD-SVR",46271
1,"USA","NY","VMD-CUBIST",0
2,"USA","NY","VMD-CUBIST",0
3,"USA","NY","VMD-CUBIST",-44
4,"USA","NY","VMD-CUBIST",-215
5,"USA","NY","VMD-CUBIST",-413
6,"USA","NY","VMD-CUBIST",-632
7,"USA","NY","VMD-CUBIST",0
8,"USA","NY","VMD-CUBIST",0
9,"USA","NY","VMD-CUBIST",0
10,"USA","NY","VMD-CUBIST",0
11,"USA","NY","VMD-CUBIST",-59
12,"USA","NY","VMD-CUBIST",-139
13,"USA","NY","VMD-CUBIST",0
14,"USA","NY","VMD-CUBIST",-50
15,"USA","NY","VMD-CUBIST",-124
16,"USA","NY","VMD-CUBIST",-206
17,"USA","NY","VMD-CUBIST",-287
18,"USA","NY","VMD-CUBIST",-364
19,"USA","NY","VMD-CUBIST",-231
20,"USA","NY","VMD-CUBIST",-224
21,"USA","NY","VMD-CUBIST",-158
22,"USA","NY","VMD-CUBIST",-45
23,"USA","NY","VMD-CUBIST",0
24,"USA","NY","VMD-CUBIST",0
25,"USA","NY","VMD-CUBIST",-425
26,"USA","NY","VMD-CUBIST",-373
27,"USA","NY","VMD-CUBIST",-279
28,"USA","NY","VMD-CUBIST",-119
29,"USA","NY","VMD-CUBIST",0
30,"USA","NY","VMD-CUBIST",0
31,"USA","NY","VMD-CUBIST",-178
32,"USA","NY","VMD-CUBIST",-90
33,"USA","NY","VMD-CUBIST",0
34,"USA","NY","VMD-CUBIST",0
35,"USA","NY","VMD-CUBIST",0
36,"USA","NY","VMD-CUBIST",0
37,"USA","NY","VMD-CUBIST",0
38,"USA","NY","VMD-CUBIST",0
39,"USA","NY","VMD-CUBIST",1
40,"USA","NY","VMD-CUBIST",2
41,"USA","NY","VMD-CUBIST",11
42,"USA","NY","VMD-CUBIST",-106
43,"USA","NY","VMD-CUBIST",31
44,"USA","NY","VMD-CUBIST",76
45,"USA","NY","VMD-CUBIST",106
46,"USA","NY","VMD-CUBIST",142
47,"USA","NY","VMD-CUBIST",137
48,"USA","NY","VMD-CUBIST",70
49,"USA","NY","VMD-CUBIST",327
50,"USA","NY","VMD-CUBIST",421
51,"USA","NY","VMD-CUBIST",328
52,"USA","NY","VMD-CUBIST",-147
53,"USA","NY","VMD-CUBIST",-520
54,"USA","NY","VMD-CUBIST",-962
55,"USA","NY","VMD-CUBIST",-703
56,"USA","NY","VMD-CUBIST",-11
57,"USA","NY","VMD-CUBIST",203
58,"USA","NY","VMD-CUBIST",482
59,"USA","NY","VMD-CUBIST",920
60,"USA","NY","VMD-CUBIST",1753
61,"USA","NY","VMD-CUBIST",-55
62,"USA","NY","VMD-CUBIST",-551
63,"USA","NY","VMD-CUBIST",269
64,"USA","NY","VMD-CUBIST",531
65,"USA","NY","VMD-CUBIST",827
66,"USA","NY","VMD-CUBIST",368
67,"USA","NY","VMD-CUBIST",-674
68,"USA","NY","VMD-CUBIST",36
69,"USA","NY","VMD-CUBIST",-668
70,"USA","NY","VMD-CUBIST",-1245
71,"USA","NY","VMD-CUBIST",-150
72,"USA","NY","VMD-CUBIST",1161
73,"USA","NY","VMD-CUBIST",478
74,"USA","NY","VMD-CUBIST",-670
75,"USA","NY","VMD-CUBIST",-2389
76,"USA","NY","VMD-CUBIST",-901
77,"USA","NY","VMD-CUBIST",252
