date;state;confirmed;tmax;tmin;prec
26/03/2020;New York;37877;8,9147541;-1,3213115;0,813253
27/03/2020;New York;44876;14,8380952;0,1396825;7,584071
28/03/2020;New York;52410;11,6969697;-0,4651515;6,502994
29/03/2020;New York;59648;10,445714;2,931429;115,98271
30/03/2020;New York;66663;12,993939;4,598485;50,75652
31/03/2020;New York;75833;8,047761;2,425373;50,37931
01/04/2020;New York;83948;7,7723077;-0,5234375;4,071023
02/04/2020;New York;92506;8,6296875;-1,915625;0,4853801
03/04/2020;New York;102987;10,5736111;0,6430556;16,357955
04/04/2020;New York;113833;8,024324;2,583562;24,65642
05/04/2020;New York;123160;12,7101449;4,1441176;1,283286
06/04/2020;New York;131815;13,2782609;-0,1382353;2,023055
07/04/2020;New York;139875;14,02941176;0,6;0,5087719
08/04/2020;New York;151061;15,733784;2,842466;53,2679
09/04/2020;New York;161779;12,505714;2,776812;13,88981
10/04/2020;New York;172348;8,3509091;-0,5777778;81,845481
11/04/2020;New York;181026;4,935484;-1,480645;11,63333
12/04/2020;New York;189033;9,27887324;-2,00285714;0,4208955
13/04/2020;New York;195749;16,028205;1,437179;70,38421
14/04/2020;New York;203020;16,166197;1,814085;135,05067
15/04/2020;New York;214454;7,805;-1,933333;6,71131
16/04/2020;New York;223691;5,774468;-4,453191;20,97792
17/04/2020;New York;230597;3,9396226;-4,375;4,021739
18/04/2020;New York;237474;5,264;-2,576;57,28834
19/04/2020;New York;243382;7,8344262;-1,3688525;5,400593
20/04/2020;New York;248416;13,28209;-1,283582;19,58261
21/04/2020;New York;253519;10,2318182;-2,0338462;9,582133
22/04/2020;New York;258222;7,364151;-3,590566;35,66061
23/04/2020;New York;263460;5,225;-3,888889;1,03003
24/04/2020;New York;271590;8,566176;-1,407576;37,13115
25/04/2020;New York;282143;11,651389;1,197183;14,17514
26/04/2020;New York;288045;15,2575;2,644872;22,88352
27/04/2020;New York;291996;8,844444;2,367143;167,9446
28/04/2020;New York;295106;17,12;0,56;14,73991
22/01/2020;Pennsylvania;0;-2,15747126;-12,08045977;0,0952381
23/01/2020;Pennsylvania;0;2,210112;-11,816854;0
24/01/2020;Pennsylvania;0;5,5955556;-7,9166667;2,335616
25/01/2020;Pennsylvania;0;7,254369;-1,17451;201,56818
26/01/2020;Pennsylvania;0;5,1031579;-0,5178947;137,081633
27/01/2020;Pennsylvania;0;3,1359551;-0,5146067;4,736462
28/01/2020;Pennsylvania;0;2,49655172;0,01954023;3,2698962
29/01/2020;Pennsylvania;0;2,1153846;-1,9736264;2,057239
30/01/2020;Pennsylvania;0;1,965555556;-8,091111111;0,04391892
31/01/2020;Pennsylvania;0;1,74347826;-7,22826087;0,2808219
01/02/2020;Pennsylvania;0;3,7755102;-2,505102;9,739865
02/02/2020;Pennsylvania;0;3,392553;-1,501064;17,57394
03/02/2020;Pennsylvania;0;8,8877778;-0,6155556;14,407143
04/02/2020;Pennsylvania;0;14,8608247;0,9319588;5,028939
05/02/2020;Pennsylvania;0;12,648485;-0,622449;27,14103
06/02/2020;Pennsylvania;0;3,524731;-1,119565;64,61765
07/02/2020;Pennsylvania;0;5,671111;-0,941573;120,8
08/02/2020;Pennsylvania;0;2,218947;-5,16;79,35739
09/02/2020;Pennsylvania;0;1,7868132;-4,7307692;5,572438
10/02/2020;Pennsylvania;0;5,134375;-2,071875;54,92414
11/02/2020;Pennsylvania;0;6,295918;2,036735;67,09508
12/02/2020;Pennsylvania;0;5,038384;-1,779798;10,21782
13/02/2020;Pennsylvania;0;4,854167;-1,632292;106,86513
14/02/2020;Pennsylvania;0;3,539362;-7,087097;16,21284
15/02/2020;Pennsylvania;0;-3,95054945;-14,24835165;0,2846975
16/02/2020;Pennsylvania;0;1,33296703;-12,65384615;0,1153846
17/02/2020;Pennsylvania;0;5,76703297;-5,70659341;0,1678571
18/02/2020;Pennsylvania;0;8,3944444;-4,1752809;7,188811
19/02/2020;Pennsylvania;0;8,087755;-1,669388;20,49359
20/02/2020;Pennsylvania;0;4,16888889;-6,46292135;0,2534247
21/02/2020;Pennsylvania;0;-0,52888889;-10,08666667;0,1587838
22/02/2020;Pennsylvania;0;2,518478;-9,532609;0
23/02/2020;Pennsylvania;0;8,71828;-6,925806;0
24/02/2020;Pennsylvania;0;11,69325843;-5,48651685;0,0106383
25/02/2020;Pennsylvania;0;12,5084211;-1,5242105;4,435065
26/02/2020;Pennsylvania;0;9,043617;3,207447;30,15584
27/02/2020;Pennsylvania;0;9,078495;-3,01828;159,10738
28/02/2020;Pennsylvania;0;-0,6325843;-6,0247191;6,271777
29/02/2020;Pennsylvania;0;0,205618;-6,8235955;2,333333
01/03/2020;Pennsylvania;0;0,3211111;-8,0666667;1,214035
02/03/2020;Pennsylvania;0;9,0868132;-6,076087;1,646853
03/03/2020;Pennsylvania;0;13,661;2,829592;27,93269
04/03/2020;Pennsylvania;0;11,790099;1,979;90,93987
05/03/2020;Pennsylvania;0;10,0229167;-2,1731959;4,254237
06/03/2020;Pennsylvania;2;9,397872;-2,903158;4,03367
07/03/2020;Pennsylvania;2;6,321;-2,195;29,45485
08/03/2020;Pennsylvania;6;8,28541667;-4,07113402;0,6631579
09/03/2020;Pennsylvania;7;16,23368421;-1,790526316;0,09722222
10/03/2020;Pennsylvania;12;19,390625;2,13125;7,345395
11/03/2020;Pennsylvania;16;12,9326923;0,4509615;20,980892
12/03/2020;Pennsylvania;22;9,8572917;0,5770833;2,160131
13/03/2020;Pennsylvania;41;16,19505;4,574257;53,11285
14/03/2020;Pennsylvania;47;13,9694737;0,4831579;3,968641
15/03/2020;Pennsylvania;47;8,8494845;-0,2443299;20,552901
16/03/2020;Pennsylvania;79;9,83870968;-3,4287234;0,5087719
17/03/2020;Pennsylvania;112;9,820388;-1,656863;14,63492
18/03/2020;Pennsylvania;155;9,532323;-1,749495;10,49338
19/03/2020;Pennsylvania;206;12,468;0,2178218;200,1125
20/03/2020;Pennsylvania;311;17,146078;6,605882;57,8949
21/03/2020;Pennsylvania;399;18,76060606;-0,04040404;39,5822368
22/03/2020;Pennsylvania;509;6,26021505;-3,97978723;0,2662116
23/03/2020;Pennsylvania;698;7,763636;-2,657143;24,40328
24/03/2020;Pennsylvania;946;6,40404;1,354545;105,37742
25/03/2020;Pennsylvania;1260;8,437755;1,944898;15,8013
26/03/2020;Pennsylvania;1795;10,7862745;0,6068627;19,04127
27/03/2020;Pennsylvania;2345;17,214141;2,79798;17,57729
28/03/2020;Pennsylvania;2845;14,578218;6,278431;77,26045
29/03/2020;Pennsylvania;3432;14,140816;7,708247;220,15047
30/03/2020;Pennsylvania;4155;17,453535;6,972727;12,65506
31/03/2020;Pennsylvania;4963;11,367;4,00495;13,97188
01/04/2020;Pennsylvania;6009;9,597115;3,120192;13,12975
02/04/2020;Pennsylvania;7268;11,5886598;-0,2309278;3,256494
03/04/2020;Pennsylvania;8570;12,894737;1,134737;0,24
04/04/2020;Pennsylvania;10444;13,1118812;3,2762376;3,711475
05/04/2020;Pennsylvania;11589;15,91530612;4,16836735;0,3914474
06/04/2020;Pennsylvania;13127;18,18;2,156;4,354633
07/04/2020;Pennsylvania;14853;17,7505263;2,6042105;2,351792
08/04/2020;Pennsylvania;16631;19,015686;6,265686;129,37719
09/04/2020;Pennsylvania;18300;18,469307;5,331683;25,33233
10/04/2020;Pennsylvania;20051;11,3073684;0,1572917;39,836478
11/04/2020;Pennsylvania;21719;7,106383;-0,7319149;3,368243
12/04/2020;Pennsylvania;22938;13,6185567;-0,4010309;2,606164
13/04/2020;Pennsylvania;24292;18,963725;3,544118;171,51385
14/04/2020;Pennsylvania;25465;15,63107;2,41068;140,1027
15/04/2020;Pennsylvania;26753;9,016495;-1,552041;11,89846
16/04/2020;Pennsylvania;28258;8,2011364;-2,0909091;9,362126
17/04/2020;Pennsylvania;29888;5,9483871;-3,5505376;7,802013
18/04/2020;Pennsylvania;31652;6,862;-1,776;108,5849
19/04/2020;Pennsylvania;32902;10,544;-1,192;2,726974
20/04/2020;Pennsylvania;33914;14,6677083;0,5927083;1,194631
21/04/2020;Pennsylvania;35249;14,0791667;0,9645833;6,495082
22/04/2020;Pennsylvania;36082;10,21068;-1,476699;24,69159
23/04/2020;Pennsylvania;38379;10,1031579;-0,6789474;9,153595
24/04/2020;Pennsylvania;40208;13,866667;3,149038;90,16717
25/04/2020;Pennsylvania;41153;15,338614;3,584314;29,22115
26/04/2020;Pennsylvania;42616;15,555;4,273;60,38387
27/04/2020;Pennsylvania;43558;9,991753;3,151546;138,73529
28/04/2020;Pennsylvania;45137;13,9;2,8;4,478261
