"date","state","prec","tmax","tmin"
2020-02-28,"New Jersey","  0.699115"," 55.875000","-28.727273"
2020-02-29,"New Jersey","  0.06542056"," 42.50000000","-38.91176471"
2020-03-01,"New Jersey","  0.01369863"," 41.60000000","-48.96666667"
2020-03-02,"New Jersey","  0.1756757","100.8437500","-28.8437500"
2020-03-03,"New Jersey"," 10.95885","158.81818"," 27.21212"
2020-03-04,"New Jersey"," 62.68313","144.60606"," 56.72727"
2020-03-05,"New Jersey","  1.611607","125.656250"," 18.156250"
2020-03-06,"New Jersey"," 5.627803","95.090909","-8.212121"
2020-03-07,"New Jersey","75.50633","74.03125","-2.37500"
2020-03-08,"New Jersey","  0.1336406","109.3437500","-28.6875000"
2020-03-09,"New Jersey","  0.8165138","174.6363636"," -5.3030303"
2020-03-10,"New Jersey","  0.1403509","207.0937500"," 46.5312500"
2020-03-11,"New Jersey","  5.112971","168.031250"," 40.937500"
2020-03-12,"New Jersey","  0.7610619","127.2424242"," 13.7575758"
2020-03-13,"New Jersey"," 61.43673","154.09091"," 52.18182"
2020-03-14,"New Jersey"," 21.45662","180.84375"," 44.31250"
2020-03-15,"New Jersey","  5.242291","129.870968"," 27.741935"
2020-03-16,"New Jersey","  0.2678571","107.2500000","-14.1515152"
2020-03-17,"New Jersey"," 18.41736","105.37500"," 10.66667"
2020-03-18,"New Jersey"," 13.19643","128.50000"," 16.25000"
2020-03-19,"New Jersey","223.86614","127.18750"," 34.63636"
2020-03-20,"New Jersey"," 11.25431","168.75000"," 64.62500"
2020-03-21,"New Jersey","  4.669643","220.218750"," 42.468750"
2020-03-22,"New Jersey"," 0.9775785","99.9677419","-3.6774194"
2020-03-23,"New Jersey","26.652720","71.838710"," 8.387097"
2020-03-24,"New Jersey","201.57377"," 84.51515"," 15.81818"
2020-03-25,"New Jersey","  2.918455","106.562500"," 27.218750"
2020-03-26,"New Jersey","  7.913793","105.424242"," -2.333333"
2020-03-27,"New Jersey","  1.945833","170.322581"," 33.290323"
2020-03-28,"New Jersey"," 12.48718","159.78125"," 59.40625"
2020-03-29,"New Jersey","129.65844","105.72727"," 67.78788"
2020-03-30,"New Jersey"," 16.75203","107.39394"," 68.42424"
2020-03-31,"New Jersey"," 38.61044","108.87500"," 49.03125"
2020-04-01,"New Jersey"," 3.665217","95.718750","31.750000"
2020-04-02,"New Jersey","  0.1205357","129.3125000"," 27.7812500"
2020-04-03,"New Jersey","  1.106383","135.750000"," 50.687500"
2020-04-04,"New Jersey","  8.600823","132.709677"," 65.838710"
2020-04-05,"New Jersey","  1.017316","166.096774"," 57.419355"
2020-04-06,"New Jersey","  9.650407","185.843750"," 60.375000"
2020-04-07,"New Jersey","  0.2118644","182.2903226"," 49.7419355"
2020-04-08,"New Jersey"," 79.7093","202.1250"," 72.6875"
2020-04-09,"New Jersey","  5.665272","196.125000"," 62.774194"
2020-04-10,"New Jersey"," 34.45902","143.48387"," 32.51613"
2020-04-11,"New Jersey","  1.595833","108.161290"," 16.200000"
2020-04-12,"New Jersey","  0.5605381","149.2000000","  2.7000000"
2020-04-13,"New Jersey","193.50996","193.40000"," 57.33333"
2020-04-14,"New Jersey","232.6559","175.3125"," 61.1250"
2020-04-15,"New Jersey"," 20.10359","130.03226"," 31.03226"
2020-04-16,"New Jersey","  0.9156118","108.5161290"," 18.7741935"
2020-04-17,"New Jersey","  1.130802","103.000000","-18.968750"
2020-04-18,"New Jersey","45.30165","99.90625"," 2.71875"
2020-04-19,"New Jersey"," 11.11983","114.22581","-10.41935"
2020-04-20,"New Jersey","  0.2564103","153.3437500"," 29.5312500"
2020-04-21,"New Jersey","  3.779221","148.781250"," 29.375000"
2020-04-22,"New Jersey"," 51.39526","138.35484"," 11.38710"
2020-04-23,"New Jersey","  3.847826","112.677419","  8.774194"
2020-04-24,"New Jersey","175.44488","117.74194"," 42.22581"
2020-04-25,"New Jersey"," 82.36626","127.21875"," 38.18750"
2020-04-26,"New Jersey"," 14.69787","150.12903"," 61.16129"
2020-04-27,"New Jersey"," 59.91880","102.06897"," 40.13793"
2020-04-28,"New Jersey","  5.920904","189.000000"," 28.000000"
